"","assists","baronKills","bountyLevel","champExperience","champLevel","championId","championName","championTransform","consumablesPurchased","damageDealtToBuildings","damageDealtToObjectives","damageDealtToTurrets","damageSelfMitigated","deaths","detectorWardsPlaced","doubleKills","dragonKills","firstBloodAssist","firstBloodKill","firstTowerAssist","firstTowerKill","gameEndedInEarlySurrender","gameEndedInSurrender","goldEarned","goldSpent","individualPosition","inhibitorKills","inhibitorsLost","item0","item1","item2","item3","item4","item5","item6","itemsPurchased","killingSprees","kills","lane","largestCriticalStrike","largestKillingSpree","largestMultiKill","longestTimeSpentLiving","magicDamageDealt","magicDamageDealtToChampions","magicDamageTaken","neutralMinionsKilled","nexusKills","nexusLost","objectivesStolen","objectivesStolenAssists","participantId","pentaKills","physicalDamageDealt","physicalDamageDealtToChampions","physicalDamageTaken","profileIcon","puuid","quadraKills","riotIdName","riotIdTagline","role","sightWardsBoughtInGame","spell1Casts","spell2Casts","spell3Casts","spell4Casts","summoner1Casts","summoner1Id","summoner2Casts","summoner2Id","summonerId","summonerLevel","summonerName","teamEarlySurrendered","teamId","teamPosition","timeCCingOthers","timePlayed","totalDamageDealt","totalDamageDealtToChampions","totalDamageShieldedOnTeammates","totalDamageTaken","totalHeal","totalHealsOnTeammates","totalMinionsKilled","totalTimeCCDealt","totalTimeSpentDead","totalUnitsHealed","tripleKills","trueDamageDealt","trueDamageDealtToChampions","trueDamageTaken","turretKills","turretsLost","unrealKills","visionScore","visionWardsBoughtInGame","wardsKilled","wardsPlaced","win","raph_score"
"33",7,0,0,10367,13,163,"Taliyah",0,2,0,0,0,7031,7,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7734,7050,"MIDDLE",0,0,6656,3070,0,1058,3117,0,3340,15,0,1,"MIDDLE",0,0,1,588,63571,10253,2997,6,0,0,0,0,3,0,9587,428,16278,3150,"EXGr3l6oOYbvo1JEcr5gpmUCf-Kmn1ZNbDFHCCG3Q6EHl5m7KaSaOsZYCq8bHQq4jeSxmJoGTclNvg",0,NA,NA,"SOLO",0,119,37,63,7,4,14,2,4,"TbOrNZ-qd22vTTG0TwGl3Ov88dkE8eYiWI3pMHGKwJYnAnA",245,"Duckyyy",FALSE,100,"MIDDLE",20,1650,76871,11147,0,19871,1932,0,126,332,192,1,0,3713,466,594,0,5,0,23,2,5,11,FALSE,3.09120037123696
"34",2,0,0,9925,12,523,"Aphelios",0,7,2760,7270,2760,14192,9,3,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,10886,10650,"BOTTOM",0,0,3006,6673,3085,1018,1038,1037,3363,24,1,4,"BOTTOM",420,3,1,379,1102,581,7277,16,0,0,0,0,4,0,110694,10897,10432,4737,"NDBoOcKptL4O4alDPCl06BW6lXyL1r4jFCbTMZWcPrVLrqeAIeXvUyYHA7d4XGSJlmZq_QEdZHeYqQ",0,NA,NA,"CARRY",0,67,115,0,6,4,4,6,7,"hXDxE15WPxwdamfi6hEpiLiXlJm_YSPim4yUxAMutWNDE8w",277,"onion head",FALSE,100,"BOTTOM",20,1650,115447,11829,0,18633,3878,510,168,219,233,2,0,3650,350,923,1,5,0,20,4,5,11,FALSE,3.95152019966756
"35",4,0,0,9199,12,101,"Xerath",0,13,485,2481,485,3009,2,7,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7094,6775,"UTILITY",0,0,3853,3020,6655,3145,0,0,3364,24,0,1,"BOTTOM",0,0,1,1180,37549,10651,4256,4,0,0,1,0,5,0,3469,650,4118,4918,"GG_f8JuG5XuykXchchEy9gOi8FqgCK2oLx5INAhLlf11XWOa5TOdWcBJsw-tuNuJwUioGrv_yoifZw",0,NA,NA,"SUPPORT",0,61,26,32,13,2,21,3,4,"M-Sr8O_BGkOzJ8F5KCJfF5sv8LV2u-BlfCC9AA9R5uVk-7w",292,"jam cham",FALSE,100,"UTILITY",19,1650,41019,11301,0,8429,219,0,34,106,33,1,0,0,0,55,1,5,0,53,7,3,33,FALSE,4.30371072798651
"36",1,0,1,15738,16,48,"Trundle",0,2,8449,11119,8449,20764,3,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12538,9985,"TOP",0,0,1054,3508,1018,3047,6673,1038,3363,19,2,7,"TOP",856,4,2,798,1576,1576,5649,13,0,0,0,0,6,0,154229,11263,11506,4904,"0aFPS0Ky7PgDEqPhmPDcNEMkC4rZvv5RiIxK-gVo_U3E1BtK7DAALxXQKR4J3__KOe1NfAQRmEXasg",0,NA,NA,"SOLO",0,124,44,11,7,3,4,5,6,"YO6p0l32oG8Ikibl0GaklcBSEerJLN-Ztt7b5kCE7koJM-o",173,"Revan26",FALSE,200,"TOP",10,1650,162861,12840,0,18393,7037,0,213,202,89,1,0,7055,0,1237,2,2,0,14,1,0,7,TRUE,5.9859378994917
"37",7,1,1,12750,14,79,"Gragas",0,4,790,26376,790,18560,3,4,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,9982,8050,"JUNGLE",0,0,0,3157,3020,0,4636,1082,3364,20,1,3,"JUNGLE",0,2,1,580,123938,10028,7970,135,0,0,0,0,7,0,24255,806,18696,4922,"lGkOcjfa3iEQvLXklapRTcILcC2WVjOvw3L-5kOGHC72BvlL8-UuD2in0nl2JCqZeGxFsGbB8MmAZw",0,NA,NA,"NONE",0,180,107,76,8,15,11,3,4,"A2NoP-zrkdae1YXwfW64An8piKHrxZfbIzADUAvV1Vvg4fMv",210,"Jungler JJUJJU",FALSE,200,"JUNGLE",20,1650,162234,11460,0,27188,16883,0,31,439,86,1,0,14040,626,521,0,2,0,29,4,5,5,TRUE,7.1566134862324
"38",2,0,5,15305,16,246,"Qiyana",0,3,3805,5518,3805,7823,4,3,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,11803,10025,"MIDDLE",0,0,6693,6695,3042,3158,0,0,3364,18,2,10,"MIDDLE",0,5,2,602,5301,805,6728,12,0,0,0,0,8,0,108814,16971,10240,2074,"cAC23331pNQ9az1MBvVhXrYE67JEkPoNqneOm56C0CStlNVFMJDF9G77qrwSF3MLoP9tJ3IpK-qJAA",0,NA,NA,"SOLO",0,110,122,42,8,4,4,2,14,"3nGUB_IbOi-t1_TXULATVsFBrEFoAxsQ8bdIsBUXkb5RqNDc",208,"TurdHotS",FALSE,200,"MIDDLE",19,1650,114291,17952,0,17411,3451,0,162,88,127,1,0,176,176,442,1,2,0,22,3,4,7,TRUE,5.97040337131434
"39",6,0,2,12159,14,145,"Kaisa",0,7,2578,14599,2578,10439,6,0,3,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,11336,9650,"BOTTOM",0,0,1055,6676,3086,3006,6672,1042,3363,27,2,7,"BOTTOM",426,5,2,669,12093,3809,7128,16,0,0,0,0,9,0,97684,12618,14411,4896,"K82OD392UWtQJT-bn9b-sTWpVKoD4d6M3Mx8ZPU4b5J4L9fuNXdE6qhf2XGvD6C0AHNbJN0vkGyndw",0,NA,NA,"CARRY",0,70,34,38,6,3,4,5,7,"NykrPq5t8vg4iiBOYmT2OkEKIgIzgqLvi469lbYL_5gPgtA",71,"Riclin",FALSE,200,"BOTTOM",0,1650,118717,17748,0,22126,7161,645,169,16,153,3,0,8939,1320,586,0,2,0,23,0,6,9,TRUE,6.41984286687989
"40",8,0,1,10522,13,432,"Bard",0,9,1518,7060,1518,4348,2,6,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,8121,7225,"UTILITY",0,0,3117,4005,3853,2055,3011,1028,3364,23,1,3,"BOTTOM",0,2,1,697,20507,6689,6971,0,0,0,0,0,10,0,4733,1539,5070,4881,"dNO2Sc5ZLToKdGc99IIxH1wdCRFUUoJDB15iPidB5j7Al-DFJA98gI28uK0Td6VIMNy3aulfFFW_JQ",0,NA,NA,"SUPPORT",0,30,45,5,5,5,14,2,4,"UQFMf6-YBaCnmX8_V7kNoSGCxyVc43mwUueNUtnmocpKSQw",240,"22 Troglodytes",FALSE,200,"UTILITY",19,1650,28361,9017,0,12201,7751,3748,25,123,32,4,0,3120,788,160,2,2,0,65,7,11,24,TRUE,6.00765099666446
"41",6,0,3,18642,18,887,"Gwen",0,3,5366,11325,5366,37430,7,1,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16054,13150,"TOP",2,1,4633,3157,3115,1058,3047,1058,3340,23,4,13,"JUNGLE",0,4,3,415,90628,19748,7400,44,1,0,0,0,1,0,38151,4680,31219,3788,"0lRresO7hFacJGUWRZjiqdk7QCg90TBZSxQPZaPd2pG-nFbHrEt3eW-dZ7LtUsPam8Mfsx0NQAwAMw",0,NA,NA,"NONE",0,114,41,79,43,6,4,4,12,"OrqDgffSENvq_woGD3VjpK89dfkikrq5nQvFp2ld0OiynrU",459,"Dannieboi",FALSE,100,"TOP",14,2175,177693,30038,0,39658,14878,0,163,217,266,1,2,48912,5609,1038,3,7,0,28,2,3,12,TRUE,8.32511553632335
"42",11,2,2,17842,17,11,"MasterYi",0,2,3062,14160,3062,25945,6,2,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18032,15150,"JUNGLE",0,1,6691,3508,6676,3006,6333,1038,3364,26,6,19,"JUNGLE",597,5,3,704,4786,0,7378,108,0,0,1,0,2,0,163438,30379,28322,786,"cu4z9qG9qnLqTLjOUlyVonxolXSML4hEyLZM9mCRSgaRP0HLlstM6auQEkwIp7bHOR0HjExWL50OEg",0,NA,NA,"NONE",0,82,16,51,15,5,4,21,11,"ffnhjCbLKcXQO296AmI4gIawo81OvKUiUnciLnycskljGIQ",192,"Anime is doodoo",FALSE,100,"JUNGLE",7,2175,192369,35991,0,37181,16444,0,64,145,239,1,1,24144,5612,1480,2,7,0,27,2,1,6,TRUE,10.0526584921541
"43",10,0,0,18098,17,157,"Yasuo",0,1,5156,11501,5156,32695,7,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14757,14600,"MIDDLE",0,1,3026,6673,3031,3072,0,3006,3363,21,2,5,"MIDDLE",729,2,2,606,6978,1540,8745,12,0,0,0,1,3,0,202728,14204,16661,4098,"NlSQE0vTVOwzPO14Hi9dSJnxGw0hUnJR4kV9Tu-ZxQUq3LhkLkoxh5YL1VzZ3wKePPCWf51fYNz6xA",0,NA,NA,"SOLO",0,241,28,76,3,7,14,5,4,"PAVdCzFAL1AF_frJ3xZflE3nJr9U38fPQrNhfOqrEabRWVg",186,"Y do I play",FALSE,100,"MIDDLE",18,2175,214046,16620,0,26226,6653,0,226,150,291,1,0,4338,875,819,2,7,0,28,0,1,12,TRUE,5.83087507842988
"44",23,0,0,19352,18,235,"Senna",0,3,8914,16218,8914,13891,6,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14496,13325,"BOTTOM",0,1,3042,3094,3009,6672,3124,1018,3340,20,1,5,"BOTTOM",418,4,2,434,2803,954,8472,4,0,0,0,0,4,0,140119,29321,15987,4626,"LwYZatDzg_ZANR0jspuo5zPTFH45OFNWnlUh7MAyf6mz8cjIPEqGuG9CL9OrlDgsEzfWz540liB5qg",0,NA,NA,"SOLO",0,110,38,28,8,4,7,4,4,"EBrmJoni4px_B9MRHwRlLfOdgs1gJfv6S_zJHcGYZm2oqWo",494,"ZoeStompOnMe",FALSE,100,"BOTTOM",64,2175,155674,33460,1421,24711,14655,5810,180,274,239,5,0,12751,3184,252,2,7,0,22,1,3,12,TRUE,8.69276840647263
"45",2,0,0,8157,11,53,"Blitzcrank",0,2,0,0,0,10945,5,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6785,6000,"JUNGLE",0,1,3859,6664,3024,3117,3067,0,3340,10,0,0,"TOP",0,0,0,1738,3081,1264,4453,0,0,0,0,0,5,0,1183,181,5989,4902,"QBXMZnJNq2vHe24zOZ7dw_5bACyl2VZQYt0cewOyOeZLxRXAZwcWMBoIUrD-fA_Spod6FcABMqKGxA",0,NA,NA,"SOLO",0,8,6,3,2,2,14,3,4,"u3_ntp4ZrfoZ-G8CI1cBVuoKtbzcMgv5CvSjgZ_8qJ9aC2o",308,"Seals are Wheels",FALSE,100,"UTILITY",6,2175,8396,1696,0,10507,0,0,8,22,96,0,0,4132,250,64,0,7,0,3,0,0,3,TRUE,1.9510482694216
"46",7,0,0,15293,16,92,"Riven",0,1,3334,6374,3334,26830,8,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11473,14270,"TOP",0,2,3053,3508,0,6630,3123,3158,3340,23,2,7,"TOP",460,2,1,695,278,278,5396,25,0,1,0,0,6,0,105388,17385,20582,3582,"U4iRcnUjNch7m14IgQw0NcJ-T_AA6R7yD1OfhXJZD3f2CWB3UkMTh-95Hl1dbRlUyaMURHE7cnS1ow",0,NA,NA,"SOLO",0,286,57,89,19,3,12,6,4,"STkr-LrXpVMC8XDrP9KmlKR0GrE47QdNElzft1eQEOZbSbc",318,"FalconPAHHHHHNCH",FALSE,200,"TOP",37,2175,105733,17730,0,31003,3414,0,116,126,320,1,0,66,66,5024,1,9,0,22,0,3,10,FALSE,4.57492726505448
"47",11,0,0,15568,16,254,"Vi",0,4,1508,26753,1508,50768,10,0,0,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,14215,14200,"JUNGLE",0,2,6632,3053,3047,3071,0,3026,3340,24,3,8,"JUNGLE",0,2,1,279,9637,29,6794,152,0,1,0,0,7,0,164723,16387,31775,4862,"xKzGh418x9pTaHvU1sSilkYgFSO6l6h65QvHQiI_--4QPlBgajKT9AsvwkVmb2wVYIQMKYfYKJqncg",0,NA,NA,"NONE",0,104,0,134,15,17,11,6,4,"XbFHObt5CQ0vfvjIoy4F-4QW-BgWrAVCGKH_O5B7KkCRN8E",165,"Howeyourfelling",FALSE,200,"JUNGLE",32,2175,185463,17078,0,42818,15190,0,29,244,350,1,0,11103,662,4248,1,9,0,18,1,2,9,FALSE,6.97959367187811
"48",9,0,0,17556,17,163,"Taliyah",0,0,772,6222,772,17170,7,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14596,14100,"MIDDLE",0,2,3157,3089,6656,3117,3040,0,3340,19,2,10,"MIDDLE",0,3,2,693,157100,25364,5308,12,0,1,0,0,8,0,12587,595,17512,3150,"EXGr3l6oOYbvo1JEcr5gpmUCf-Kmn1ZNbDFHCCG3Q6EHl5m7KaSaOsZYCq8bHQq4jeSxmJoGTclNvg",0,NA,NA,"SOLO",0,222,58,110,9,4,14,5,4,"TbOrNZ-qd22vTTG0TwGl3Ov88dkE8eYiWI3pMHGKwJYnAnA",244,"Duckyyy",FALSE,200,"MIDDLE",37,2175,173933,26332,0,25715,5671,0,201,612,207,1,0,4245,372,2894,0,9,0,21,0,0,11,FALSE,5.7100012943137
"49",9,0,0,13609,15,222,"Jinx",0,5,9633,29073,9633,16828,9,2,0,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,13912,13800,"BOTTOM",1,2,3031,1031,6671,3006,3094,1038,3363,27,1,6,"BOTTOM",723,2,1,579,14959,4436,5693,27,0,1,0,0,9,0,173058,23315,21204,4737,"NDBoOcKptL4O4alDPCl06BW6lXyL1r4jFCbTMZWcPrVLrqeAIeXvUyYHA7d4XGSJlmZq_QEdZHeYqQ",0,NA,NA,"CARRY",0,133,61,28,13,6,4,6,7,"hXDxE15WPxwdamfi6hEpiLiXlJm_YSPim4yUxAMutWNDE8w",277,"onion head",FALSE,200,"BOTTOM",28,2175,190468,29139,0,28586,5657,1297,196,149,276,4,0,2449,1387,1689,4,9,0,17,3,1,11,FALSE,6.96483588215179
"50",16,0,0,11066,13,117,"Lulu",0,16,1179,4061,1179,13158,8,8,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,8682,8425,"UTILITY",0,2,3853,6617,3158,6616,3114,1033,3364,32,0,0,"BOTTOM",0,0,0,786,19021,4551,3399,0,0,1,0,0,10,0,6252,565,15210,4918,"GG_f8JuG5XuykXchchEy9gOi8FqgCK2oLx5INAhLlf11XWOa5TOdWcBJsw-tuNuJwUioGrv_yoifZw",0,NA,NA,"SUPPORT",0,63,58,97,8,5,14,5,4,"M-Sr8O_BGkOzJ8F5KCJfF5sv8LV2u-BlfCC9AA9R5uVk-7w",292,"jam cham",FALSE,200,"UTILITY",29,2175,29138,5975,6988,20284,5707,3685,15,215,303,5,0,3864,859,1674,0,9,0,83,9,4,36,FALSE,6.11841566720451
"51",7,1,0,15902,16,42,"Corki",0,3,3746,16849,3746,9061,3,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13680,11650,"MIDDLE",0,0,1037,3042,4632,1038,6672,3020,3363,21,2,7,"MIDDLE",432,4,2,1047,147260,18856,7052,20,0,0,0,0,1,0,20200,3487,8586,555,"Wl8ITYaxJIAeCB-hpqyW5cNcXLz4PzL4hSVl0rw32Ldqw5RCk_e6SwbrfEXQdv2ShSt6ZpeZt0Gkng",0,NA,NA,"SOLO",0,58,12,44,165,2,4,4,12,"r6ndrbX_PnOV69GMIUZdAzEiRLFjn776UYvf9uT1qfXozOk",278,"Yezzz",FALSE,100,"MIDDLE",2,1987,173420,23537,0,15685,5765,0,212,42,80,1,0,5959,1193,46,1,2,0,20,1,4,10,TRUE,6.97793974625568
"52",14,1,0,10814,13,147,"Seraphine",0,9,1134,4433,1134,6060,3,7,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8444,8210,"UTILITY",0,0,6617,3853,3191,1052,6616,3158,3364,22,0,0,"BOTTOM",0,0,0,1205,26485,7382,6390,4,0,0,0,0,2,0,5044,1394,4530,3350,"RYmUUhR_cPJsRFEMBEC5JxiVxkPd4IZLIYtZlokrHkx2SmiIwM_yvE8MsHheChKyQ3sa_w3DkP6rzA",0,NA,NA,"SUPPORT",0,65,34,42,7,4,4,3,3,"m4W0QudnRDYNOF3kXeggYOhB0niaaom_Yuw3U-GOgiUXBQI",119,"Azn Diversity",FALSE,100,"UTILITY",27,1987,31530,8776,2889,11193,5735,2747,29,149,68,5,0,0,0,273,0,2,0,89,7,11,33,TRUE,6.59159024249732
"53",13,0,0,13133,15,106,"Volibear",0,8,1504,23175,1504,33476,2,5,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10220,8575,"JUNGLE",0,0,1057,6664,0,3742,3047,0,3364,26,0,1,"JUNGLE",0,0,1,1209,64503,2662,5608,125,0,0,0,0,3,0,54308,2735,20343,4574,"8EXn_g3zb5AbC08eMzYtboH8PdOPyZCCAPp5-XjBZerQg6m2NKQR8D4GxJGhAo7zXydftaiW6lnTiA",0,NA,NA,"NONE",0,48,122,46,6,15,11,4,6,"L5GSDTAcHy2IHkXEqRhQ8jc7o1E8di4VWqNv_JCH4LJfmUY",91,"Yezzzzz",FALSE,100,"JUNGLE",10,1987,128628,5622,0,26424,13254,0,23,375,68,1,0,9816,224,472,2,2,0,23,5,4,6,TRUE,7.38466243946856
"54",12,0,4,14507,15,22,"Ashe",0,5,4975,29697,4975,3683,2,4,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14233,11150,"BOTTOM",0,0,3006,6672,3046,3031,0,1055,3340,19,2,7,"BOTTOM",542,4,2,1342,784,784,2944,11,0,0,0,0,4,0,142408,14706,5291,4151,"qN0WTX6vSyB3C1BFW_cdggaPxiLGVTnWRdBqmzRVfvo1dgNYfk7wulfuQWz1Fzj3yFvLjPnKsKa9NA",0,NA,NA,"CARRY",0,22,79,18,7,3,4,3,7,"PZ4YsjzI3ZDGtY0oE5vwPeqLBikK3ReTMP9c855DGC4KuZU",254,"Sir Emanon",FALSE,100,"BOTTOM",30,1987,186406,17287,0,8498,2217,480,218,508,48,3,0,43214,1796,262,1,2,0,35,4,7,14,TRUE,9.35818574797663
"55",10,0,2,15649,16,17,"Teemo",0,5,4749,18932,4749,6157,4,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,13461,11925,"TOP",1,0,1056,3165,6653,3020,4637,1058,3340,20,2,9,"TOP",0,5,1,783,93357,25832,7848,8,1,0,0,0,5,0,27270,3007,6644,4636,"2Lo1PNfKmJo_t0emB4BJlaOCpB7fCQQnJgkR5nMVW1xI2l7YL8UFetqjR5v_T2AnMzMloMWP_8hb8w",0,NA,NA,"SOLO",0,34,34,0,78,4,14,3,4,"GEmDF-PiQUea51hNbNBr31Wf37eZDFD8F6yK_zpQpAo_914",247,"BiggestLog",FALSE,100,"TOP",38,1987,132650,29476,0,15113,2829,0,165,378,153,1,0,12023,636,620,4,2,0,31,1,9,11,TRUE,7.85519252071238
"56",3,0,0,15284,16,7,"Leblanc",0,3,2505,3655,2505,6592,1,3,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12387,11825,"MIDDLE",0,1,6655,1058,3165,3041,3020,1058,3363,19,1,7,"MIDDLE",0,7,1,1953,91078,15144,8387,8,0,1,1,1,6,0,20392,1176,7737,3879,"NGk56dJUdA1a-zOjWXT7qrlAsabUbVfzi-gDHXEP_kUCKvQ97StW4nP-Q-KZM5vs2sux5EXMthcXIw",0,NA,NA,"SOLO",0,82,133,45,27,4,14,4,4,"Mk5mvfFPGJ_dv7JOQQAg4P1WdC2MMZ-5aYPl8mCus-1THuI",383,"Roghog",FALSE,200,"MIDDLE",6,1987,153031,16565,0,17076,3984,0,212,55,0,1,0,41561,244,951,1,8,0,23,3,3,12,FALSE,6.51520171702034
"57",6,0,0,9467,12,53,"Blitzcrank",0,3,0,216,0,20814,6,2,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6516,6400,"UTILITY",0,1,3860,3190,3117,3109,0,0,3364,20,0,0,"BOTTOM",0,0,0,675,5666,2190,12230,0,0,1,0,0,7,0,3676,799,6699,4629,"9BN67smpcdMaa0j8jTl3ddjhN-2sGUMJ_dFD9BAXu2UIYiLpirdgc6x3JNEEfi9B2OUaEu7tmR-hBQ",0,NA,NA,"SUPPORT",0,24,24,12,6,4,14,3,4,"AFSNxVdBTbe5zVqpOxXP5WboM5H9XOZ7khYp7cNsHE3Aw0k",256,"Sayenne",FALSE,200,"UTILITY",14,1987,14741,3521,2874,19508,1333,395,34,64,145,4,0,5398,532,578,0,8,0,53,2,6,27,FALSE,3.36297974551607
"58",5,0,0,12779,14,18,"Tristana",0,4,790,5963,790,7684,3,3,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11578,11375,"BOTTOM",0,1,3031,6672,0,3006,0,3046,3363,26,0,1,"BOTTOM",491,0,1,1213,25847,1649,5933,37,0,1,1,0,8,0,152033,7809,10048,4737,"NDBoOcKptL4O4alDPCl06BW6lXyL1r4jFCbTMZWcPrVLrqeAIeXvUyYHA7d4XGSJlmZq_QEdZHeYqQ",0,NA,NA,"CARRY",0,41,20,42,8,4,4,4,1,"hXDxE15WPxwdamfi6hEpiLiXlJm_YSPim4yUxAMutWNDE8w",277,"onion head",FALSE,200,"BOTTOM",3,1987,194015,10214,0,16372,5150,0,242,44,82,1,0,16134,756,390,0,8,0,31,3,5,13,FALSE,4.88310743578939
"59",6,0,1,11296,13,104,"Graves",0,9,0,11926,0,12736,8,8,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10905,10025,"JUNGLE",0,1,6671,3006,3179,1033,1038,2055,3364,22,0,4,"JUNGLE",285,0,1,1099,8807,1406,12375,118,0,1,0,1,9,0,101469,6618,11750,4905,"uSLnTmT4yex1A-ymazQydn4EhR6Rzx1ejvFJtHnqzhDa_YRs6dbKvQYaV2RAoVrDZ3zEPsqR9oAcBg",0,NA,NA,"NONE",0,81,21,35,6,4,4,13,11,"Mj8Ar2Vd6HM_vQ_YQhQgCnnTQgqrEkLzISAm2lYrtw83v38",416,"Kenreo",FALSE,200,"JUNGLE",19,1987,119400,8167,0,24711,7305,0,28,490,266,1,0,9123,142,584,0,8,0,25,9,2,10,FALSE,5.31363157929295
"60",4,0,0,13110,15,36,"DrMundo",0,4,1089,3790,1089,35546,6,3,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10357,9775,"TOP",0,1,1011,3068,2031,3076,3065,3111,3364,22,0,2,"TOP",8,0,1,493,76309,7438,18389,16,0,1,0,1,10,0,26117,977,13987,13,"1puWXyWYMMIg0XRuqjJHKWZqVIC6SxN3a6WBtF3CyN1ZRApqFUPyaP0Tj3CQbD-VWZLgYVyU3JgeYA",0,NA,NA,"SOLO",0,126,68,30,7,2,12,3,4,"QPam37GJHWvglIQ1YeiiNM3Amoe94YysoDgCyr55FbTRBSs",312,"Ionlybrake4seals",FALSE,200,"TOP",7,1987,113821,8415,0,33721,8046,0,175,113,171,1,0,11395,0,1344,1,8,0,22,3,3,10,FALSE,3.69393146733246
"61",20,1,0,12243,14,54,"Malphite",0,5,1719,4997,1719,38144,4,4,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8434,8075,"TOP",0,0,3068,3047,3075,2055,0,0,3340,19,0,2,"TOP",20,0,1,726,50432,12860,8984,8,1,0,0,0,1,0,19692,3745,16878,4882,"mPp0cz-G82XQJGebEUYhRYn15p4llZ7YMX-1oFhJIFxEdhr9oStrB-vBouOr7M9zf68qpR5zCd3QMQ",0,NA,NA,"SOLO",0,70,37,56,10,3,12,4,4,"0oS7yQFU--Hm3Vp5PtrYi9jWtCcjf927HkX-eMIWIspcFGU",236,"QuestionMarkos",FALSE,100,"TOP",30,1648,76650,16606,0,27207,1407,0,104,468,146,1,0,6527,0,1344,1,1,0,12,5,0,6,TRUE,5.80506970191068
"62",14,0,0,14043,15,56,"Nocturne",0,5,875,34182,875,21146,3,3,2,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,13125,11825,"JUNGLE",2,0,2055,6631,2421,3111,3053,3026,3364,20,3,14,"JUNGLE",0,7,2,714,10972,1323,7986,144,0,0,0,0,2,0,147666,20398,22634,4882,"pLditpTbVa5adHyB24knFBttc7YG317gHPzrLzBFCGq0108Rgl2vRs7qjx3HLPonfvOMt6pETPC4ew",0,NA,NA,"NONE",0,122,20,46,20,4,4,15,11,"wJAB1Bcg1FvLNpHfD3uRJvV3UxMdyo5rqmKjkHK83nB-e1w",395,"IAmStunning",FALSE,100,"JUNGLE",165,1648,169339,22603,0,34962,16824,0,26,675,66,1,0,10700,882,4341,1,1,0,22,5,2,5,TRUE,11.5681013898877
"63",22,0,6,12615,14,235,"Senna",0,5,5830,15397,5830,9675,0,4,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12094,10600,"BOTTOM",0,0,1055,3009,0,3094,3036,6672,3363,22,1,6,"BOTTOM",377,6,1,0,4266,1361,6208,8,0,0,0,0,3,0,93382,23313,11876,4872,"4uuV260fVU-nDlVoIIpxKVRCSjErLVOxGyIO3XplPJ8v3ojFW6EGvSJmUJ4EsnV271wrIi7fRVrqmg",0,NA,NA,"CARRY",0,72,27,19,6,4,7,2,4,"zWh0SB1ueidaEy6wrJqnovM2q-xp_5zRBv5gEfqLO6vzXvw",261,"Byeoul",FALSE,100,"BOTTOM",20,1648,113400,29062,375,19084,14113,7556,162,89,0,5,0,15751,4387,1000,5,1,0,32,4,5,10,TRUE,9.61267935041745
